Mod:Item:MetaData, Localized Name
galacticraftplanets:mars_machine_t2:0, Gas Liquefier
galacticraftplanets:mars_machine_t2:4, Methane Synthesizer
galacticraftplanets:mars_machine_t2:8, Water Electrolyzer
galacticraftplanets:boss_spawner_mars, tile.boss_spawner_mars.name
galacticraftplanets:mars_stairs_cobblestone, Mars Cobblestone Stairs
galacticraftplanets:mars_stairs_brick, Mars Dungeon Brick Stairs
galacticraftplanets:carbon_fragments, Fragmented Carbon
galacticraftplanets:item_basic_mars:0, Unrefined Desh
galacticraftplanets:item_basic_mars:1, Desh Stick
galacticraftplanets:item_basic_mars:2, Desh Ingot
galacticraftplanets:item_basic_mars:3, Heavy-Duty Plate
galacticraftplanets:item_basic_mars:4, Slimeling Inventory Bag
galacticraftplanets:item_basic_mars:5, Compressed Desh
galacticraftplanets:item_basic_mars:6, Fluid Manipulator
galacticraftplanets:desh_pick, Desh Pickaxe
galacticraftplanets:desh_pick_slime, Sticky Desh Pickaxe
galacticraftplanets:desh_axe, Desh Axe
galacticraftplanets:desh_hoe, Desh Hoe
galacticraftplanets:desh_spade, Desh Shovel
galacticraftplanets:desh_sword, Desh Sword
galacticraftplanets:desh_helmet, Desh Helmet
galacticraftplanets:desh_chestplate, Desh Chestplate
galacticraftplanets:desh_leggings, Desh Leggings
galacticraftplanets:desh_boots, Desh Boots
galacticraftplanets:rocket_t2:0, Tier 2 Rocket
galacticraftplanets:rocket_t2:1, Tier 2 Rocket
galacticraftplanets:rocket_t2:2, Tier 2 Rocket
galacticraftplanets:rocket_t2:3, Tier 2 Rocket
galacticraftplanets:rocket_t2:4, Tier 2 Rocket
galacticraftplanets:rocket_t2:11, Cargo Rocket
galacticraftplanets:rocket_t2:12, Cargo Rocket
galacticraftplanets:rocket_t2:13, Cargo Rocket
galacticraftplanets:rocket_t2:14, Cargo Rocket
galacticraftplanets:key:0, Tier 2 Dungeon Key
galacticraftplanets:schematic:0, NASA Workbench Schematic
galacticraftplanets:schematic:1, NASA Workbench Schematic
galacticraftplanets:schematic:2, NASA Workbench Schematic
galacticraftplanets:asteroids_block:0, Asteroid Rock
galacticraftplanets:asteroids_block:1, Asteroid Rock
galacticraftplanets:asteroids_block:2, Asteroid Rock
galacticraftplanets:asteroids_block:3, Aluminum Ore
galacticraftplanets:asteroids_block:4, Ilmenite Ore
galacticraftplanets:asteroids_block:5, Iron Ore
galacticraftplanets:asteroids_block:6, Dark Decoration Block
galacticraftplanets:asteroids_block:7, Titanium Block
galacticraftplanets:walkway:0, Walkway
galacticraftplanets:walkway:1, Walkway
galacticraftplanets:walkway:2, Walkway
galacticraftplanets:beam_reflector, Energy Beam Reflector
galacticraftplanets:beam_receiver, Energy Beam Receiver
galacticraftplanets:telepad_short, Short Range Telepad
galacticraftplanets:dense_ice, Dense Ice
galacticraftplanets:miner_base, Astro Miner Base
galacticraftplanets:grapple, Grapple
galacticraftplanets:rocket_t3:0, Tier 3 Rocket
galacticraftplanets:rocket_t3:1, Tier 3 Rocket
galacticraftplanets:rocket_t3:2, Tier 3 Rocket
galacticraftplanets:rocket_t3:3, Tier 3 Rocket
galacticraftplanets:rocket_t3:4, Tier 3 Rocket
galacticraftplanets:astro_miner, Astro Miner
galacticraftplanets:thermal_padding:0, Thermal Padding Helm
galacticraftplanets:thermal_padding:1, Thermal Padding Chestpiece
galacticraftplanets:thermal_padding:2, Thermal Padding Leggings
galacticraftplanets:thermal_padding:3, Thermal Padding Boots
galacticraftplanets:item_basic_asteroids:0, Titanium Ingot
galacticraftplanets:item_basic_asteroids:1, Heavy Rocket Engine
galacticraftplanets:item_basic_asteroids:2, Heavy Rocket Fins
galacticraftplanets:item_basic_asteroids:3, Iron Shard
galacticraftplanets:item_basic_asteroids:4, Titanium Shard
galacticraftplanets:item_basic_asteroids:5, Heavy-Duty Plate
galacticraftplanets:item_basic_asteroids:6, Compressed Titanium
galacticraftplanets:item_basic_asteroids:7, Thermal Cloth
galacticraftplanets:item_basic_asteroids:8, Beam Core
galacticraftplanets:item_basic_asteroids:9, Titanium Dust
galacticraftplanets:methane_canister_partial:1, Filled Methane Gas Canister
galacticraftplanets:canister_partial_lox:1, Filled Canister of Liquid Oxygen
galacticraftplanets:canister_partial_ln2:1, Filled Canister of Liquid Nitrogen
galacticraftplanets:atmospheric_valve, Atmospheric Valve
galacticraftplanets:heavy_nose_cone:0, Heavy Nose Cone
galacticraftplanets:orion_drive, Orion Drive
galacticraftplanets:titanium_helmet, Titanium Helmet
galacticraftplanets:titanium_chestplate, Titanium Chestplate
galacticraftplanets:titanium_leggings, Titanium Leggings
galacticraftplanets:titanium_boots, Titanium Boots
galacticraftplanets:titanium_axe, Titanium Axe
galacticraftplanets:titanium_pickaxe, Titanium Pickaxe
galacticraftplanets:titanium_shovel, Titanium Shovel
galacticraftplanets:titanium_hoe, Titanium Hoe
galacticraftplanets:titanium_sword, Titanium Sword
galacticraftplanets:strange_seed:0, Strange Seed
galacticraftplanets:strange_seed:1, Strange Seed
galacticraftplanets:sulphuric_acid, Sulfuric Acid
galacticraftplanets:bucket_sulphuric_acid, Sulfuric Acid Bucket
galacticraftplanets:venus:0, Venus Soft Rock
galacticraftplanets:venus:1, Venus Hard Rock
galacticraftplanets:venus:2, Venus Volcanic Rock
galacticraftplanets:venus:3, Pumice
galacticraftplanets:venus:4, Venus Dungeon Brick I
galacticraftplanets:venus:5, Venus Dungeon Brick II
galacticraftplanets:venus:6, Aluminum Ore
galacticraftplanets:venus:7, Copper Ore
galacticraftplanets:venus:8, Galena Ore
galacticraftplanets:venus:9, Quartz Ore
galacticraftplanets:venus:10, Silicon Ore
galacticraftplanets:venus:11, Tin Ore
galacticraftplanets:venus:12, Lead Block
galacticraftplanets:venus:13, Solar Ore
galacticraftplanets:spout, Vapor Spout
galacticraftplanets:boss_spawner_venus, tile.boss_spawner_venus.name
galacticraftplanets:treasure_t3, Tier 3 Treasure Chest
galacticraftplanets:web_torch:0, Web String
galacticraftplanets:web_torch:1, Web String
galacticraftplanets:geothermal_generator, Geothermal Generator
galacticraftplanets:crashed_probe, Crashed Probe
galacticraftplanets:venus_rock_scorched, Scorched Venus Rock
galacticraftplanets:solar_array_module, Solar Array Module
galacticraftplanets:solar_array_controller, Solar Array Controller
galacticraftplanets:laser_turret, Laser Turret
galacticraftplanets:thermal_padding_t2:0, Isothermal Helm
galacticraftplanets:thermal_padding_t2:1, Isothermal Chestpiece
galacticraftplanets:thermal_padding_t2:2, Isothermal Leggings
galacticraftplanets:thermal_padding_t2:3, Isothermal Boots
galacticraftplanets:basic_item_venus:0, Shield Controller
galacticraftplanets:basic_item_venus:1, Lead Ingot
galacticraftplanets:basic_item_venus:2, Radioisotope Core
galacticraftplanets:basic_item_venus:3, Isothermal Fabric
galacticraftplanets:basic_item_venus:4, Solar Dust
galacticraftplanets:basic_item_venus:5, Solar Array Panel
galacticraftplanets:basic_item_venus:6, Solar Array Wafer
galacticraftplanets:volcanic_pickaxe, Volcanic Pickaxe
galacticraftplanets:key_t3:0, Tier 3 Dungeon Key
galacticraftplanets:atomic_battery, Atomic Battery
galaxyspace:machineframes:0, Basic Machine Frame
galaxyspace:machineframes:1, Advanced Machine Frame
galaxyspace:machineframes:2, Modern Machine Frame
galaxyspace:fuel_generator, Fuel Generator
galaxyspace:gas_generator, Gas Generator
galaxyspace:wind_generator, Wind Turbine
galaxyspace:solarwind_panel, Solar Wind Panel
galaxyspace:modern_solarpanel, Hybrid Solar Panel
galaxyspace:assembly_machine, Assembly Machine
galaxyspace:universal_recycler, Universal Recycler
galaxyspace:rocket_assembler, Rocket Assembly
galaxyspace:liquid_extractor, Liquid Collector
galaxyspace:liquid_separator, Liquid Separator
galaxyspace:gas_collector, Gas Collector
galaxyspace:gas_burner, Gas Burner
galaxyspace:hydroponic_base, Hydroponic Base
galaxyspace:hydroponic_farm, Hydroponic Farm Block
galaxyspace:radiation_stabiliser, Magnetic Field Generator
galaxyspace:modification_table, Modification Table
galaxyspace:oxygen_storage_module_1, tile.oxygen_storage_module_1.name
galaxyspace:adv_circuit_fabricator, Advanced Circuit Fabricator
galaxyspace:panel_controller, Mini-Panels Controller
galaxyspace:modern_storage_module, Modern Energy Cluster
galaxyspace:planet_shield, Planetary Shield
galaxyspace:gravitation_module, Gravity Module
galaxyspace:energy_pad, Energy Pad
galaxyspace:single_solarpanel, Solar Mini-Panel
galaxyspace:modern_single_solarpanel, Modern Solar Mini-Panel
galaxyspace:advanced_landing_pad, Advanced Launch Pad
galaxyspace:dungeon_blocks:0, Ceres Dungeon Brick
galaxyspace:dungeon_blocks:1, Io Dungeon Brick
galaxyspace:treasure_t4, Treasure Chest Tier 4
galaxyspace:treasure_t5, Treasure Chest Tier 5
galaxyspace:futureglass_none, Futuristic Glass
galaxyspace:futureglass:0, Black Futuristic Glass
galaxyspace:futureglass:1, Red Futuristic Glass
galaxyspace:futureglass:2, Green Futuristic Glass
galaxyspace:futureglass:3, Brown Futuristic Glass
galaxyspace:futureglass:4, Blue Futuristic Glass
galaxyspace:futureglass:5, Purple Futuristic Glass
galaxyspace:futureglass:6, Cyan Futuristic Glass
galaxyspace:futureglass:7, Light Gray Futuristic Glass
galaxyspace:futureglass:8, Gray Futuristic Glass
galaxyspace:futureglass:9, Pink Futuristic Glass
galaxyspace:futureglass:10, Lime Futuristic Glass
galaxyspace:futureglass:11, Yellow Futuristic Glass
galaxyspace:futureglass:12, Light Blue Futuristic Glass
galaxyspace:futureglass:13, Magneta Futuristic Glass
galaxyspace:futureglass:14, Orange Futuristic Glass
galaxyspace:futureglass:15, White Futuristic Glass
galaxyspace:gsores:0, Cobalt Ore
galaxyspace:gsores:1, Nickel Ore
galaxyspace:gsores:2, Uranium Ore
galaxyspace:decoblocks:0, Cobalt Decoration Block
galaxyspace:decoblocks:1, Magnesium Decoration Block
galaxyspace:decoblocks:2, Nickel Decoration Block
galaxyspace:decoblocks:3, Copper Decoration Block
galaxyspace:decoblocks:4, Cobalt Block
galaxyspace:decoblocks:5, Nickel Block
galaxyspace:decoblocks:6, Magnesium Block
galaxyspace:surface_ice:0, Oxygen Ice
galaxyspace:surface_ice:1, Nitrogen Ice
galaxyspace:surface_ice:2, Methane Ice
galaxyspace:surface_ice:3, Hydrogen Ice
galaxyspace:surface_ice:4, Dry Ice
galaxyspace:mercuryblocks:0, Mercury Surface Rock
galaxyspace:mercuryblocks:1, Mercury Subsurface Rock
galaxyspace:mercuryblocks:2, Mercury Stone
galaxyspace:mercuryblocks:3, Nickel Ore
galaxyspace:mercuryblocks:4, Iron Ore
galaxyspace:mercuryblocks:5, Magnesium Ore
galaxyspace:marsores:0, Diamond Ore
galaxyspace:marsores:1, Gold Ore
galaxyspace:marsores:2, Coal Ore
galaxyspace:marsores:3, Redstone Ore
galaxyspace:marsores:4, Silicon Ore
galaxyspace:marsores:5, Aluminum Ore
galaxyspace:ceresblocks:0, Ceres Surface Rock
galaxyspace:ceresblocks:1, Ceres Subsurface Rock
galaxyspace:ceresblocks:2, Dolomite Ore
galaxyspace:ceresblocks:3, Meteoric Iron Ore
galaxyspace:ceresblocks:4, Ceres Dungeon Top
galaxyspace:ceresblocks:5, Ceres Dungeon Floor
galaxyspace:plutoblocks:0, Pluto Surface Rock
galaxyspace:plutoblocks:1, Pluto Surface Rock
galaxyspace:plutoblocks:2, Pluto Surface Rock
galaxyspace:plutoblocks:3, Pluto Surface Rock
galaxyspace:plutoblocks:4, Pluto Surface Rock
galaxyspace:plutoblocks:5, Pluto Stone
galaxyspace:haumeablocks:0, Haumea Surface Rock
galaxyspace:haumeablocks:1, Haumea Stone
galaxyspace:haumeablocks:2, Haumea Cobblestone
galaxyspace:haumeablocks:3, Aluminum Ore
galaxyspace:phobosblocks:0, Phobos Regolite
galaxyspace:phobosblocks:1, Phobos Stone
galaxyspace:phobosblocks:2, Iron Ore
galaxyspace:phobosblocks:3, Meteoric Iron Ore
galaxyspace:phobosblocks:4, Nickel Ore
galaxyspace:phobosblocks:5, Desh Ore
galaxyspace:ioblocks:0, Io Surface Rock
galaxyspace:ioblocks:1, Io Stone
galaxyspace:ioblocks:2, Io Ash
galaxyspace:ioblocks:3, Copper Ore
galaxyspace:ioblocks:4, Sulfur Ore
galaxyspace:ioblocks:5, Volcanic Ore
galaxyspace:ioblocks:6, Io Lava Geyser
galaxyspace:ioblocks:7, Io Sulfur Geyser
galaxyspace:ioblocks:8, Io Dungeon Top
galaxyspace:ioblocks:9, Io Dungeon Floor
galaxyspace:ioblocks:10, Io Dungeon Bricks
galaxyspace:europablocks:0, Europa Surface Ice
galaxyspace:europablocks:1, Europa Stone
galaxyspace:europablocks:2, Brown Europa Ice
galaxyspace:europablocks:3, Emerald Ore
galaxyspace:europablocks:4, Silicon Ore
galaxyspace:europablocks:5, Aluminum Ore
galaxyspace:europablocks:6, tile.europa_surface_ice_2.name
galaxyspace:europa_geyser, Europa Geyser
galaxyspace:europa_uwgeyser, Europa Geyser
galaxyspace:ganymedeblocks:0, Ganymede Surface Rock
galaxyspace:ganymedeblocks:1, Ganymede Stone
galaxyspace:ganymedeblocks:2, Magnesium Ore
galaxyspace:ganymedeblocks:3, Ilmenite Ore
galaxyspace:callistoblocks:0, Callisto Surface Rock
galaxyspace:callistoblocks:1, Callisto Stone
galaxyspace:enceladusblocks:0, Enceladus Ice
galaxyspace:enceladusblocks:1, Enceladus Subsurface Rock
galaxyspace:enceladusblocks:2, Coal Ore
galaxyspace:enceladus_crystal, Unknown Crystal Cluster
galaxyspace:titanblocks:0, Titan Surface Rock
galaxyspace:titanblocks:1, Titan Subsurface Rock
galaxyspace:titanblocks:2, Titan Stone
galaxyspace:titanblocks:3, Sapphire Ore
galaxyspace:titanblocks:4, Emerald Ore
galaxyspace:titanblocks:5, Diamond Ore
galaxyspace:titanblocks:6, Coal Ore
galaxyspace:titanblocks:7, Lapis Ore
galaxyspace:titanblocks:8, Redstone Ore
galaxyspace:mirandablocks:0, Miranda Surface Rock
galaxyspace:mirandablocks:1, Miranda Subsurface Rock
galaxyspace:mirandablocks:2, Miranda Stone
galaxyspace:mirandablocks:3, Iron Ore
galaxyspace:mirandablocks:4, Dolomite Ore
galaxyspace:mirandablocks:5, Diamond Ore
galaxyspace:mirandablocks:6, Quartz Ore
galaxyspace:mirandablocks:7, Cobalt Ore
galaxyspace:mirandablocks:8, Nickel Ore
galaxyspace:mirandablocks:9, Miranda Surface Rock
galaxyspace:mirandablocks:10, Miranda Surface Rock
galaxyspace:mirandablocks:11, Miranda Subsurface Rock
galaxyspace:mirandablocks:12, Miranda Subsurface Rock
galaxyspace:mirandablocks:13, Miranda Stone
galaxyspace:mirandablocks:14, Miranda Stone
galaxyspace:mirandablocks:15, Miranda Ice
galaxyspace:tritonblocks:0, Triton Surface Rock
galaxyspace:tritonblocks:1, Triton Subsurface Rock
galaxyspace:tritonblocks:2, Triton Stone
galaxyspace:tritonblocks:3, Triton Geyser
galaxyspace:tritonblocks:4, Triton Small Geyser
galaxyspace:gs_basic:0, Blank Fuel Tank
galaxyspace:gs_basic:1, Solar Flare Module
galaxyspace:gs_basic:2, Solar Flare
galaxyspace:gs_basic:3, Dolomite Crystal
galaxyspace:gs_basic:4, Dolomite Meal
galaxyspace:gs_basic:5, Modern Wafer
galaxyspace:gs_basic:6, Hematite
galaxyspace:gs_basic:7, Sulfur
galaxyspace:gs_basic:8, Unknown Crystal Shard
galaxyspace:gs_basic:9, Antiradiation Tablets
galaxyspace:gs_basic:10, Schematics Box
galaxyspace:gs_basic:11, Blank Module
galaxyspace:gs_basic:12, Volcanic Shard
galaxyspace:gs_basic:13, Meteoric Iron Fragments
galaxyspace:gs_basic:14, Blank Schematic
galaxyspace:gs_basic:15, Uranium
galaxyspace:gs_basic:16, Prototype Controller Shield
galaxyspace:gs_basic:17, Ice Bucket
galaxyspace:gs_basic:18, Portable Emergency Teleport
galaxyspace:gs_basic:19, [WIP] Info-Pad
galaxyspace:gs_basic:20, Advanced Emergency Kit
galaxyspace:gs_basic:21, Thermal Cloth
galaxyspace:gs_basic:22, Thermal Cloth
galaxyspace:gs_basic:23, Oxygen Ice Shard
galaxyspace:gs_basic:24, Nitrogen Ice Shard
galaxyspace:gs_basic:25, Methane Ice Shard
galaxyspace:gs_basic:26, Hydrogen Ice Shard
galaxyspace:gs_basic:27, Dry Ice Shard
galaxyspace:gs_basic:28, Colonist's Kit
galaxyspace:gs_basic:29, Empty Plasma Cell
galaxyspace:gs_basic:30, Filled Plasma Cell
galaxyspace:gs_basic:31, Wolf Thermal Suit
galaxyspace:gs_basic:32, Animal Cage
galaxyspace:gs_basic:33, Iron Fan
galaxyspace:gs_basic:34, Steel Fan
galaxyspace:gs_basic:35, Plastic Fan
galaxyspace:gs_basic:36, Carbon Fan
galaxyspace:gs_basic:37, Raw Plastic
galaxyspace:gs_basic:38, Plastic Fragment
galaxyspace:gs_basic:39, Gas Extractor
galaxyspace:ingots:0, Cobalt Ingot
galaxyspace:ingots:1, Magnesium Ingot
galaxyspace:ingots:2, Nickel Ingot
galaxyspace:nuggets:0, Cobalt Nugget
galaxyspace:nuggets:1, Magnesium Nugget
galaxyspace:nuggets:2, Nickel Nugget
galaxyspace:hdp:0, Heavy Duty Plate
galaxyspace:hdp:1, Heavy Duty Plate
galaxyspace:hdp:2, Heavy Duty Plate
galaxyspace:compressed_plates:0, Compressed Coal
galaxyspace:compressed_plates:1, Compressed Cobalt
galaxyspace:compressed_plates:2, Compressed Magnesium
galaxyspace:compressed_plates:3, Compressed Nickel
galaxyspace:compressed_plates:4, Compressed "SDHC-120" Alloy
galaxyspace:rocket_modules:0, Tier 1 Lander
galaxyspace:rocket_modules:1, Tier 2 Lander
galaxyspace:rocket_modules:2, Tier 3 Lander
galaxyspace:rocket_modules:3, Small Fuel Canister
galaxyspace:rocket_modules:4, Ion Engine
galaxyspace:rocket_modules:5, [WIP] Plasma Engine
galaxyspace:rocket_modules:6, Sublight Engine
galaxyspace:rocket_modules:7, [WIP] Black Hole Engine
galaxyspace:rocket_modules:8, Rocket License
galaxyspace:rocket_modules:9, Rocket License
galaxyspace:rocket_modules:10, Rocket License
galaxyspace:rocket_parts:0, Durable Nose Cone
galaxyspace:rocket_parts:1, Durable Rocket Body
galaxyspace:rocket_parts:2, Durable Rocket Engine
galaxyspace:rocket_parts:3, Heavy Booster
galaxyspace:rocket_parts:4, Durable Rocket Vane
galaxyspace:rocket_parts:5, Durable Nose Cone
galaxyspace:rocket_parts:6, Durable Rocket Body
galaxyspace:rocket_parts:7, Durable Rocket Engine
galaxyspace:rocket_parts:8, Heavy Booster
galaxyspace:rocket_parts:9, Durable Rocket Vane
galaxyspace:rocket_parts:10, Durable Nose Cone
galaxyspace:rocket_parts:11, Durable Rocket Body
galaxyspace:rocket_parts:12, Durable Rocket Engine
galaxyspace:rocket_parts:13, Heavy Booster
galaxyspace:rocket_parts:14, Durable Rocket Vane
galaxyspace:rocket_parts:15, Durable Nose Cone
galaxyspace:rocket_parts:16, Durable Rocket Body
galaxyspace:rocket_parts:17, Durable Rocket Engine
galaxyspace:rocket_parts:18, Heavy Booster
galaxyspace:rocket_parts:19, Durable Rocket Vane
galaxyspace:schematics:0, NASA Workbench Schematic
galaxyspace:schematics:1, NASA Workbench Schematic
galaxyspace:schematics:2, NASA Workbench Schematic
galaxyspace:schematics:3, NASA Workbench Schematic
galaxyspace:schematics:4, NASA Workbench Schematic
galaxyspace:schematics:5, NASA Workbench Schematic
galaxyspace:schematics:6, NASA Workbench Schematic
galaxyspace:dungeon_keys:0, Dungeon Key
galaxyspace:dungeon_keys:1, Dungeon Key
galaxyspace:upgrades:0, Module "Expander"
galaxyspace:upgrades:1, Module "Stabilization"
galaxyspace:upgrades:2, Module "Speed"
galaxyspace:upgrades:3, Module "Energy"
galaxyspace:advanced_battery, Advanced Battery
galaxyspace:modern_battery, Modern Battery
galaxyspace:extra_battery, Extra Battery
galaxyspace:ultimate_battery, Ultimate Battery
galaxyspace:hydrogen_canister:1, Hydrogen Canister
galaxyspace:ethane_canister:1, Ethane Canister
galaxyspace:em_canister:1, Ethane-Methane Canister
galaxyspace:helium_canister:1, Helium-3 Canister
galaxyspace:hh_canister:1, Helium-Hydrogen Canister
galaxyspace:naturegas_canister:1, Nature Gas Canister
galaxyspace:oxygen_tank_4, Very Heavy Oxygen Tank
galaxyspace:oxygen_tank_5, Extremely Heavy Oxygen Tank
galaxyspace:oxygen_tank_6, Ultimate Oxygen Tank
galaxyspace:oxygen_tank_epp_1, Environmental Protection Oxygen Tank
galaxyspace:rocket_tier_4:0, Tier 4 Rocket
galaxyspace:rocket_tier_4:1, Tier 4 Rocket
galaxyspace:rocket_tier_4:2, Tier 4 Rocket
galaxyspace:rocket_tier_4:3, Tier 4 Rocket
galaxyspace:rocket_tier_4:4, Tier 4 Rocket
galaxyspace:rocket_tier_5:0, Tier 5 Rocket
galaxyspace:rocket_tier_5:1, Tier 5 Rocket
galaxyspace:rocket_tier_5:2, Tier 5 Rocket
galaxyspace:rocket_tier_5:3, Tier 5 Rocket
galaxyspace:rocket_tier_5:4, Tier 5 Rocket
galaxyspace:rocket_tier_6:0, Tier 6 Rocket
galaxyspace:rocket_tier_6:1, Tier 6 Rocket
galaxyspace:rocket_tier_6:2, Tier 6 Rocket
galaxyspace:rocket_tier_6:3, Tier 6 Rocket
galaxyspace:rocket_tier_6:4, Tier 6 Rocket
galaxyspace:rocket_tier_6:0, Tier 6 Rocket
galaxyspace:mars_rover, Mars Rover
galaxyspace:space_suit_head, SpaceSuit Helmet
galaxyspace:space_suit_chest, SpaceSuit Chestplate
galaxyspace:space_suit_legs, SpaceSuit Leggings
galaxyspace:space_suit_feet, SpaceSuit Boots
galaxyspace:space_suit_light_head, Light SpaceSuit Helmet
galaxyspace:space_suit_light_chest, Light SpaceSuit Chestplate
galaxyspace:space_suit_light_legs, Light SpaceSuit Leggings
galaxyspace:space_suit_light_feet, Light SpaceSuit Boots
galaxyspace:cobalt_helmet, Cobalt Helmet
galaxyspace:cobalt_chest, Cobalt Chestplate
galaxyspace:cobalt_legs, Cobalt Leggings
galaxyspace:cobalt_boots, Cobalt Boots
galaxyspace:thermal_padding_t3:0, Thermal Padding Helm
galaxyspace:thermal_padding_t3:1, Thermal Padding Chestpiece
galaxyspace:thermal_padding_t3:2, Thermal Padding Leggings
galaxyspace:thermal_padding_t3:3, Thermal Padding Boots
galaxyspace:thermal_padding_t4:0, Thermal Padding Helm
galaxyspace:thermal_padding_t4:1, Thermal Padding Chestpiece
galaxyspace:thermal_padding_t4:2, Thermal Padding Leggings
galaxyspace:thermal_padding_t4:3, Thermal Padding Boots
galaxyspace:cobalt_sword, Cobalt Sword
galaxyspace:cobalt_axe, Cobalt Axe
galaxyspace:cobalt_pickaxe, Cobalt Pickaxe
galaxyspace:cobalt_spade, Cobalt Spade
galaxyspace:cobalt_hoe, Cobalt Hoe
galaxyspace:plasma_sword, Plasma Sword
galaxyspace:plasma_axe, Plasma Axe
galaxyspace:plasma_pickaxe, Plasma Pickaxe
galaxyspace:jetpack, Electric Jetpack
galaxyspace:geo_scanner:100, Geological Scanner
galaxyspace:barnarda_c_grasses:0, Barnarda C Grass
galaxyspace:barnarda_c_blocks:0, Barnarda C Dirt
galaxyspace:barnarda_c_blocks:1, Barnarda C Stone
galaxyspace:barnarda_c_blocks:2, [WIP] Barnarda C Sandstone
galaxyspace:barnarda_c_blocks:3, [WIP] Barnarda C Dirt
galaxyspace:barnarda_c_blocks:4, Barnarda C Cobblestone
galaxyspace:barnarda_c_blocks:5, Barnarda C Stone Bricks
galaxyspace:barnarda_c_blocks:6, Barnarda C Wood Planks
galaxyspace:barnarda_c_falling_blocks:0, Barnarda C Sand
galaxyspace:barnarda_c_test_log, Barnarda C Violet Log
galaxyspace:barnarda_c_test_glow_log, Barnarda C Glowing Violet Log
galaxyspace:barnarda_c_dandelions:0, Barnarda C Grass
galaxyspace:barnarda_c_dandelions:1, Barnarda C Hopper Flower
galaxyspace:barnarda_c_dandelions:2, Barnarda C Green Fern
galaxyspace:barnarda_c_dandelions:3, Barnarda C Red Fern
galaxyspace:barnarda_c_dandelions:4, Barnarda C Light Balls
galaxyspace:barnarda_c_dandelions:5, Barnarda C Leaves Balls
galaxyspace:barnarda_c_dandelions:6, Barnarda C Desert Flower
galaxyspace:barnarda_c_dandelions:8, Barnarda C Yellow Grass
galaxyspace:barnarda_c_dandelions:12, Violet Tree Sapling
galaxyspace:barnarda_c_leaves:0, Barnarda C Leaves
galaxyspace:barnarda_c_farmland, Barnarda C Farmland
galaxyspace:barnarda_c_water_grass, tile.barnarda_c_water_grass.name
galaxyspace:barnarda_c_ores:0, Coal Ore
galaxyspace:barnarda_c_ores:1, Iron Ore
galaxyspace:barnarda_c_ores:2, Gold Ore
galaxyspace:barnarda_c_ores:3, Redstone Ore
galaxyspace:barnarda_c_ores:4, Lapis Ore
galaxyspace:barnarda_c_ores:5, Diamond Ore
galaxyspace:barnarda_c_ores:6, Silicon Ore
galaxyspace:barnarda_c_ores:7, Copper Ore
galaxyspace:barnarda_c_ores:8, Tin Ore
galaxyspace:barnarda_c_ores:9, Aluminum Ore
galaxyspace:barnarda_c_ores:10, Quartz Ore
galaxyspace:barnarda_c_ores:11, Cobalt Ore
galaxyspace:barnarda_c_ores:12, Nickel Ore
galaxyspace:br_basic:0, Violet Reeds
galaxyspace:br_basic:1, Lichen
galaxyspace:br_basic:2, Tree Juice
galaxyspace:br_foods:0, Yellow Fruits
galaxyspace:tauceti_f_blocks:0, Tau Ceti F Dirt
galaxyspace:tauceti_f_blocks:1, Tau Ceti F Grass
galaxyspace:tauceti_f_blocks:2, Tau Ceti F Stone
galaxyspace:tauceti_f_watergrass:0, Red Algae
galaxyspace:tauceti_f_watergrass:1, Algae Base
galaxyspace:tauceti_f_watergrass:2, Algae
galaxyspace:tauceti_f_watergrass:3, Algae Top
galaxyspace:tauceti_f_watergrass:4, Slime Algae Base
galaxyspace:tauceti_f_watergrass:5, Slime Algae Top
galaxyspace:tauceti_f_watergrass:6, Thick Algae
galaxyspace:tauceti_f_watergrass:7, Small Kelp
galaxyspace:tauceti_f_corals:0, Brain Coral
galaxyspace:tauceti_f_corals:1, Brain Coral Fan
galaxyspace:tauceti_f_corals:2, Bubble Coral
galaxyspace:tauceti_f_corals:3, Bubble Coral Fan
galaxyspace:tauceti_f_corals:4, Fire Coral
galaxyspace:tauceti_f_corals:5, Fire Coral Fan
galaxyspace:tauceti_f_corals:6, Horn Coral
galaxyspace:tauceti_f_corals:7, Horn Coral Fan
galaxyspace:tauceti_f_corals:8, Tube Coral
galaxyspace:tauceti_f_corals:9, Tube Coral Fan
galaxyspace:tauceti_f_corals:10, Sponge Coral
galaxyspace:proxima_b_blocks:0, Proxima B Surface
galaxyspace:proxima_b_blocks:1, Proxima B Subsurface
galaxyspace:proxima_b_blocks:2, Proxima B Stone
galaxyspace:proxima_b_blocks:3, Proxima B Ice Surface
galaxyspace:proxima_b_blocks:4, Proxima B Ash Rock
galaxyspace:proxima_b_blocks:5, Gold Ore
galaxyspace:proxima_b_blocks:6, Tin Ore
galaxyspace:proxima_b_blocks:7, Copper Ore
galaxyspace:proxima_b_blocks:8, Coal Ore
galaxyspace:proxima_b_blocks:9, Silicon Ore
galaxyspace:proxima_b_blocks:10, Diamond Ore
galaxyspace:proxima_b_log_1, Burnt Wood
galaxyspace:proxima_b_log_2, Frozen Wood
galacticraftcore:unlit_torch_stone, Stone Torch
galacticraftcore:unlit_torch_stone_lit, Stone Torch
buildcraftlib:guide, BuildCraft Guide Book
buildcraftlib:guide_note, BuildCraft Guide Book Note
buildcraftlib:debugger, Debugger
divinerpg:aquatic_dagger, Aquatic Dagger
